Area,Room,Parking,Warehouse,Elevator,Address,Price
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
300,3,TRUE,TRUE,TRUE,Niavaran,55500000000
126,3,TRUE,TRUE,TRUE,Ostad Moein,3000000000
85,2,TRUE,TRUE,TRUE,Majidieh,2500000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000
57,1,FALSE,TRUE,TRUE,Parastar,1270000000
61,1,FALSE,TRUE,FALSE,Shahr-e-Ziba,1990000000
79,2,TRUE,TRUE,TRUE,Jeyhoon,1817000000
68,1,TRUE,TRUE,TRUE,Pirouzi,2450000000
105,2,TRUE,TRUE,TRUE,Pardis,1000000000
105,2,TRUE,TRUE,TRUE,Saadat Abad,7700000000
160,2,TRUE,TRUE,TRUE,Pardis,1930000000
100,2,TRUE,TRUE,TRUE,Pardis,585000000
125,3,TRUE,TRUE,TRUE,Saadat Abad,12500000000
94,2,TRUE,FALSE,TRUE,Pardis,990000000
80,2,FALSE,TRUE,FALSE,Northern Janatabad,2200000000
75,2,TRUE,FALSE,TRUE,Parastar,2300000000
99,3,TRUE,TRUE,TRUE,North Program Organization,4190000000
90,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,4099000000
129,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,4500000000
245,3,TRUE,TRUE,TRUE,Aqdasieh,36500000000
102,2,TRUE,TRUE,FALSE,Parastar,2030000000
141,3,TRUE,TRUE,TRUE,Pakdasht,1225000000
96,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3840000000
155,3,TRUE,TRUE,TRUE,Heravi,8600000000
300,3,TRUE,TRUE,TRUE,Farmanieh,55500000000
87,2,TRUE,TRUE,TRUE,Gheitarieh,6264000000
87,2,TRUE,TRUE,TRUE,Gheitarieh,6264000000
105,2,TRUE,TRUE,TRUE,Gheitarieh,6200000000
61,1,TRUE,TRUE,TRUE,Shahran,1850000000
88,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,3700000000
101,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3700000000
160,2,TRUE,TRUE,TRUE,Pardis,1930000000
130,2,TRUE,TRUE,TRUE,Southern Chitgar,3250000000
150,3,TRUE,TRUE,TRUE,Karimkhan,7800000000
144,2,TRUE,TRUE,TRUE,Railway,6600000000
91,2,TRUE,TRUE,TRUE,Southern Janatabad,4500000000
68,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2200000000
133,3,TRUE,TRUE,TRUE,Rudhen,2260000000
71,2,TRUE,TRUE,TRUE,Si Metri Ji,1633000000
64,1,TRUE,TRUE,TRUE,Pardis,680000000
132,2,TRUE,TRUE,TRUE,Rudhen,2244000000
95,2,TRUE,TRUE,TRUE,Abazar,5600000000
95,2,TRUE,TRUE,TRUE,Abazar,4500000000
102,2,TRUE,TRUE,TRUE,Abazar,5200000000
120,2,TRUE,TRUE,TRUE,Abazar,6250000000
117,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,4600000000
55,1,TRUE,TRUE,TRUE,Karoon,1570000000
60,1,TRUE,TRUE,TRUE,Northern Chitgar,295000000
85,2,TRUE,TRUE,TRUE,Jeyhoon,1900000000
80,2,FALSE,TRUE,TRUE,Jeyhoon,1750000000
54,1,TRUE,TRUE,TRUE,Jeyhoon,1500000000
57,1,TRUE,TRUE,TRUE,Feiz Garden,1880000000
101,2,TRUE,FALSE,TRUE,Pirouzi,3130000000
65,2,TRUE,TRUE,FALSE,Feiz Garden,1960000000
91,2,TRUE,TRUE,TRUE,Punak,3230000000
105,2,TRUE,TRUE,TRUE,Pardis,690000000
86,2,TRUE,TRUE,TRUE,Central Janatabad,3480000000
200,3,TRUE,TRUE,TRUE,Farmanieh,35000000000
87,2,TRUE,TRUE,TRUE,Pardis,760000000
103,2,TRUE,TRUE,TRUE,Shahran,3550000000
81,2,TRUE,TRUE,TRUE,East Pars,2891700000
73,2,TRUE,TRUE,TRUE,Feiz Garden,2600000000
90,2,TRUE,TRUE,TRUE,Northern Chitgar,455000000
134,3,TRUE,TRUE,TRUE,Andisheh,1600000000
60,1,TRUE,TRUE,TRUE,Shahran,1850000000
51,1,TRUE,TRUE,FALSE,Shahran,2020000000
108,2,TRUE,TRUE,FALSE,Pardis,1300000000
86,2,TRUE,TRUE,TRUE,Pardis,610000000
110,2,TRUE,TRUE,FALSE,Pardis,1870000000
88,2,TRUE,TRUE,TRUE,Pardis,740000000
85,2,TRUE,TRUE,TRUE,Pardis,780000000
100,2,TRUE,TRUE,TRUE,Pirouzi,3000000000
87,2,TRUE,TRUE,TRUE,Pardis,715000000
191,3,TRUE,TRUE,TRUE,Farmanieh,18145000000
91,2,TRUE,TRUE,TRUE,Salsabil,2093000000
282,3,TRUE,TRUE,TRUE,Farmanieh,36660000000
282,2,TRUE,TRUE,TRUE,Niavaran,30000000000
210,3,TRUE,TRUE,TRUE,Farmanieh,23100000000
87,2,TRUE,TRUE,TRUE,Pardis,650000000
170,2,TRUE,TRUE,TRUE,Kook,7140000000
89,2,TRUE,TRUE,TRUE,Moniriyeh,2047000000
64,2,TRUE,TRUE,TRUE,Saadat Abad,3200000000
89,2,TRUE,TRUE,TRUE,Northern Janatabad,3100000000
135,3,TRUE,TRUE,TRUE,Zaferanieh,11800000000
75,2,FALSE,FALSE,FALSE,Air force,1650000000
105,2,TRUE,TRUE,TRUE,Air force,3990000000
320,4,TRUE,TRUE,TRUE,Saadat Abad,40000000000
111,2,TRUE,TRUE,TRUE,Saadat Abad,6800000000
133,3,TRUE,TRUE,TRUE,Sohanak,7448000000
65,1,TRUE,TRUE,FALSE,Saadat Abad,3250000000
65,1,FALSE,TRUE,TRUE,Lavizan,2650000000
112,2,TRUE,TRUE,TRUE,Gheitarieh,8200000000
147,3,TRUE,TRUE,TRUE,Ekhtiarieh,8400000000
150,3,TRUE,TRUE,TRUE,Saadat Abad,12000000000
67,1,TRUE,TRUE,TRUE,Southern Janatabad,3450000000
220,3,TRUE,TRUE,TRUE,Ekhtiarieh,15000000000
66,2,TRUE,TRUE,TRUE,Narmak,2510000000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1880000000
180,3,TRUE,TRUE,TRUE,Aqdasieh,12600000000
103,2,TRUE,TRUE,TRUE,Saadat Abad,5200000000
68,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,3570000000
115,2,TRUE,TRUE,TRUE,Pasdaran,11000000000
115,2,TRUE,TRUE,TRUE,Andisheh,1900000000
150,3,TRUE,TRUE,TRUE,Narmak,8400000000
78,2,TRUE,TRUE,TRUE,Qasr-od-Dasht,2000000000
100,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,1000000000
58,1,TRUE,TRUE,TRUE,Punak,2650000000
90,2,TRUE,TRUE,TRUE,Punak,4200000000
235,3,TRUE,TRUE,TRUE,Gheitarieh,24000000000
48,1,TRUE,TRUE,TRUE,Punak,2250000000
70,2,TRUE,TRUE,TRUE,Punak,2800000000
86,2,TRUE,TRUE,TRUE,Punak,4200000000
79,2,TRUE,TRUE,TRUE,Pardis,550000000
88,2,TRUE,TRUE,TRUE,Central Janatabad,3600000000
145,3,TRUE,TRUE,TRUE,Qalandari,13000000000
64,2,TRUE,TRUE,FALSE,Jeyhoon,1500000000
135,3,TRUE,TRUE,TRUE,Saadat Abad,11475000000
50,1,FALSE,TRUE,FALSE,Pirouzi,1260000000
87,2,TRUE,TRUE,TRUE,Pardis,540000000
84,2,TRUE,TRUE,TRUE,Pardis,550000000
300,4,TRUE,TRUE,TRUE,Zaferanieh,42000000000
137,3,TRUE,TRUE,TRUE,Zaferanieh,10000000000
105,2,TRUE,TRUE,TRUE,Velenjak,9500000000
145,2,TRUE,TRUE,TRUE,Zaferanieh,11000000000
84,2,TRUE,TRUE,TRUE,Pardis,560000000
170,2,TRUE,TRUE,TRUE,Zaferanieh,32000000000
157,3,TRUE,TRUE,TRUE,Zaferanieh,14800000000
170,3,TRUE,TRUE,TRUE,Zaferanieh,19000000000
283,3,TRUE,TRUE,TRUE,Zaferanieh,29700000000
84,2,TRUE,TRUE,TRUE,Pardis,540000000
84,2,TRUE,TRUE,TRUE,Pardis,550000000
80,2,TRUE,TRUE,FALSE,Northern Janatabad,3250000000
863,2,TRUE,TRUE,TRUE,Gheitarieh,7830000000
125,2,TRUE,TRUE,TRUE,Kamranieh,8700000000
65,2,TRUE,TRUE,TRUE,Punak,2350000000
105,2,TRUE,TRUE,TRUE,Southern Janatabad,5300000000
170,3,TRUE,TRUE,TRUE,Farmanieh,18700000000
230,3,TRUE,TRUE,TRUE,Ekhtiarieh,19300000000
200,3,TRUE,TRUE,TRUE,Pasdaran,22000000000
150,3,TRUE,TRUE,TRUE,Pasdaran,13000000000
93,2,TRUE,TRUE,TRUE,Central Janatabad,4650000000
110,2,TRUE,TRUE,TRUE,Central Janatabad,4500000000
415,5,TRUE,TRUE,TRUE,Niavaran,53950000000
95,2,TRUE,TRUE,TRUE,Saadat Abad,5700000000
128,3,TRUE,TRUE,TRUE,Ekhtiarieh,8960000000
140,2,TRUE,TRUE,TRUE,Saadat Abad,8400000000
86,2,TRUE,TRUE,TRUE,Southern Janatabad,3200000000
70,2,TRUE,TRUE,TRUE,Saadat Abad,3900000000
173,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,9515000000
72,2,TRUE,TRUE,TRUE,Southern Janatabad,3150000000
73,2,TRUE,TRUE,TRUE,Saadat Abad,3900000000
75,1,TRUE,TRUE,TRUE,Central Janatabad,3200000000
67,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2200000000
68,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2700000000
88,2,TRUE,TRUE,TRUE,Pardis,1900000000
111,2,TRUE,TRUE,TRUE,Saadat Abad,5661000000
98,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,3750000000
62,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2750000000
80,2,TRUE,TRUE,TRUE,Central Janatabad,4240000000
200,4,TRUE,TRUE,TRUE,Saadat Abad,15000000000
210,4,TRUE,TRUE,TRUE,Saadat Abad,15500000000
162,3,TRUE,TRUE,TRUE,Shahrake Gharb,12150000000
150,3,TRUE,TRUE,TRUE,Ekhtiarieh,12000000000
82,2,TRUE,TRUE,TRUE,Pardis,1100000000
130,3,TRUE,TRUE,TRUE,Pasdaran,11100000000
76,2,TRUE,TRUE,TRUE,Saadat Abad,4000000000
96,2,TRUE,TRUE,TRUE,Shahrake Gharb,4800000000
103,2,TRUE,TRUE,TRUE,Saadat Abad,5200000000
135,3,TRUE,FALSE,TRUE,Saadat Abad,8700000000
140,2,TRUE,TRUE,TRUE,Shahrake Gharb,12600000000
165,3,TRUE,TRUE,TRUE,Shahrake Gharb,14800000000
120,2,TRUE,TRUE,TRUE,Shahrake Qods,1050000000
160,2,TRUE,TRUE,TRUE,Pardis,2000000000
150,3,TRUE,TRUE,TRUE,Gheitarieh,9000000000
51,1,FALSE,TRUE,TRUE,Pirouzi,1300000000
75,1,TRUE,TRUE,TRUE,Ekhtiarieh,3900000000
180,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,9900000000
93,2,TRUE,TRUE,TRUE,Shahrake Qods,1181100000
84,2,TRUE,TRUE,TRUE,Shahrake Qods,1150800000
92,2,FALSE,TRUE,TRUE,Shahrake Qods,1012000000
105,2,TRUE,TRUE,TRUE,Shahrake Qods,1365000000
67,2,TRUE,TRUE,FALSE,Central Janatabad,2400000000
100,2,TRUE,TRUE,TRUE,Ekhtiarieh,5500000000
170,3,TRUE,TRUE,TRUE,Pasdaran,10800000000
162,3,TRUE,TRUE,TRUE,Pasdaran,7600000000
43,1,TRUE,TRUE,TRUE,Shahran,2080000000
150,3,TRUE,TRUE,TRUE,Gheitarieh,12500000000
245,3,TRUE,TRUE,TRUE,Farmanieh,22050000000
93,2,TRUE,TRUE,TRUE,Northern Janatabad,4140000000
60,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,295000000
128,3,TRUE,TRUE,TRUE,Gheitarieh,9300000000
87,2,TRUE,TRUE,TRUE,Pardis,795000000
100,2,TRUE,TRUE,TRUE,Heravi,5500000000
124,2,TRUE,TRUE,TRUE,Heravi,7040000000
156,3,TRUE,TRUE,TRUE,Abazar,9400000000
171,3,TRUE,TRUE,TRUE,Gheitarieh,14000000000
58,2,TRUE,TRUE,FALSE,Central Janatabad,2080000000
88,2,TRUE,TRUE,TRUE,Amirieh,2024000000
190,3,TRUE,TRUE,TRUE,Niavaran,24700000000
61,1,TRUE,TRUE,FALSE,Central Janatabad,2180000000
165,3,TRUE,TRUE,TRUE,Niavaran,17200000000
235,3,TRUE,TRUE,TRUE,Gheitarieh,26500000000
87,2,TRUE,TRUE,TRUE,Pardis,670000000
121,3,TRUE,TRUE,TRUE,Pardis,630000000
105,2,TRUE,TRUE,TRUE,Pardis,955000000
100,3,TRUE,TRUE,TRUE,Pardis,500000000
105,2,TRUE,TRUE,TRUE,Pardis,980000000
69,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2050000000
115,2,TRUE,TRUE,TRUE,Shahrake Gharb,13000000000
157,3,TRUE,TRUE,TRUE,Shahrake Gharb,18500000000
145,3,TRUE,TRUE,TRUE,Heravi,7541000000
160,3,TRUE,TRUE,TRUE,Velenjak,10700000000
261,4,TRUE,TRUE,TRUE,Zaferanieh,26000000000
145,3,TRUE,TRUE,TRUE,Zaferanieh,11000000000
51,1,FALSE,TRUE,TRUE,Pirouzi,1275000000
87,2,TRUE,TRUE,TRUE,Pardis,490000000
116,2,TRUE,TRUE,TRUE,Dehkade Olampic,4350000000
95,2,TRUE,TRUE,TRUE,Jeyhoon,2280000000
75,2,TRUE,TRUE,TRUE,Jeyhoon,2250000000
86,2,TRUE,TRUE,TRUE,Komeil,1978000000
95,2,TRUE,TRUE,TRUE,Punak,4200000000
85,2,TRUE,TRUE,TRUE,,1955000000
88,2,TRUE,TRUE,TRUE,Valiasr,2024000000
93,2,TRUE,TRUE,TRUE,Amir Bahador,2139000000
70,2,TRUE,TRUE,TRUE,Amirieh,1630000000
140,3,TRUE,TRUE,TRUE,Saadat Abad,9800000000
81,2,TRUE,TRUE,TRUE,Central Janatabad,4000000000
109,2,TRUE,TRUE,TRUE,Shahran,3500000000
122,2,TRUE,TRUE,TRUE,Aqdasieh,7000000000
70,1,TRUE,TRUE,TRUE,Central Janatabad,3100000000
60,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,2450000000
53,1,TRUE,TRUE,FALSE,East Ferdows Boulevard,1920000000
45,1,FALSE,FALSE,FALSE,Ostad Moein,1200000000
58,1,TRUE,TRUE,FALSE,Punak,1900000000
140,3,TRUE,TRUE,TRUE,Dehkade Olampic,4400000000
100,2,TRUE,TRUE,TRUE,Kook,3580000000
96,2,TRUE,TRUE,TRUE,Azadshahr,3750000000
79,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2850000000
125,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3750000000
75,2,TRUE,TRUE,TRUE,Northern Janatabad,3050000000
145,2,TRUE,TRUE,TRUE,Azadshahr,4500000000
102,2,TRUE,TRUE,FALSE,Railway,4520000000
115,2,TRUE,TRUE,TRUE,Zibadasht,4350000000
140,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,8500000000
66,1,TRUE,TRUE,TRUE,Punak,3300000000
161,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,8350000000
102,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,4500000000
145,4,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,5100000000
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2970000000
78,2,TRUE,TRUE,TRUE,Parand,460000000
90,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,3150000000
66,1,TRUE,TRUE,FALSE,Ostad Moein,1090000000
48,1,TRUE,TRUE,TRUE,Jeyhoon,810000000
85,2,TRUE,TRUE,TRUE,Shahran,3200000000
63,1,TRUE,TRUE,TRUE,Salsabil,2000000000
105,2,TRUE,TRUE,TRUE,Dehkade Olampic,1035000000
55,1,TRUE,TRUE,FALSE,Komeil,1090000000
103,2,TRUE,TRUE,TRUE,Northern Chitgar,1035000000
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,10000000000
101,2,TRUE,TRUE,TRUE,Southern Chitgar,1035000000
106,2,TRUE,TRUE,FALSE,Islamshahr,1245000000
100,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,1035000000
77,2,TRUE,TRUE,TRUE,Shahran,2650000000
66,2,TRUE,TRUE,TRUE,Central Janatabad,2700000000
105,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,3600000000
117,2,TRUE,TRUE,TRUE,,6500000000
118,2,TRUE,TRUE,TRUE,Shahran,3900000000
151,3,TRUE,TRUE,TRUE,Shahrake Qods,1510000000
86,2,TRUE,TRUE,TRUE,Pardis,500000000
85,2,TRUE,TRUE,TRUE,Pardis,600000000
86,2,TRUE,TRUE,TRUE,Pardis,750000000
86,2,TRUE,TRUE,TRUE,Pardis,600000000
75,2,TRUE,TRUE,TRUE,Central Janatabad,3300000000
200,3,TRUE,TRUE,TRUE,Farmanieh,20000000000
46,1,TRUE,TRUE,FALSE,Andisheh,450000000
98,2,TRUE,TRUE,TRUE,Pardis,570000000
90,2,TRUE,TRUE,TRUE,Zaferanieh,6700000000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,2950000000
40,1,TRUE,TRUE,TRUE,Andisheh,350000000
58,1,TRUE,TRUE,TRUE,North Program Organization,2750000000
90,2,TRUE,TRUE,TRUE,Amirabad,4590000000
78,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,3300000000
200,3,TRUE,TRUE,TRUE,Niavaran,20000000000
82,2,TRUE,TRUE,TRUE,Dorous,4200000000
115,3,TRUE,TRUE,TRUE,Gheitarieh,7485000000
125,2,TRUE,TRUE,TRUE,Dezashib,11250000000
107,2,TRUE,TRUE,TRUE,Pasdaran,9200000000
55,1,FALSE,TRUE,FALSE,Karoon,850000000
50,1,TRUE,TRUE,TRUE,Salsabil,1500000000
75,2,TRUE,TRUE,TRUE,Pardis,60000000
420,5,TRUE,TRUE,FALSE,Andisheh,11000000000
225,4,TRUE,TRUE,FALSE,Andisheh,5500000000
230,3,TRUE,TRUE,TRUE,Heravi,13800000000
147,3,TRUE,TRUE,TRUE,Elahieh,11500000000
97,2,TRUE,TRUE,TRUE,Pardis,900000000
145,3,TRUE,TRUE,TRUE,Dezashib,12300000000
50,1,TRUE,TRUE,FALSE,Narmak,1750000000
117,2,TRUE,TRUE,TRUE,Heravi,6100000000
72,1,TRUE,TRUE,FALSE,Andisheh,730000000
161,3,TRUE,TRUE,TRUE,Dorous,13000000000
400,5,TRUE,TRUE,TRUE,Ekhtiarieh,18500000000
230,3,TRUE,TRUE,TRUE,Farmanieh,23000000000
170,3,TRUE,TRUE,TRUE,Heravi,7950000000
58,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,2050000000
57,1,TRUE,TRUE,TRUE,Shahran,1950000000
115,3,TRUE,TRUE,TRUE,Farmanieh,8100000000
50,1,TRUE,TRUE,TRUE,Pirouzi,1200000000
84,2,TRUE,TRUE,FALSE,Parand,850000000
78,2,FALSE,TRUE,FALSE,Shahrake Qods,580000000
64,2,TRUE,TRUE,FALSE,Andisheh,960000000
113,2,TRUE,TRUE,TRUE,Punak,6500000000
175,3,TRUE,TRUE,TRUE,Heravi,9450000000
111,2,TRUE,TRUE,TRUE,Heravi,6050000000
128,3,TRUE,TRUE,TRUE,Heravi,6500000000
200,4,TRUE,TRUE,TRUE,Gheitarieh,14000000000
131,2,TRUE,TRUE,TRUE,Saadat Abad,7980000000
105,3,TRUE,TRUE,TRUE,Heravi,6000000000
87,2,TRUE,TRUE,TRUE,Pardis,650000000
61,2,TRUE,TRUE,FALSE,Salsabil,1100000000
140,3,TRUE,TRUE,TRUE,Ozgol,6300000000
185,3,TRUE,TRUE,TRUE,Zargandeh,9000000000
122,2,TRUE,TRUE,TRUE,Saadat Abad,7900000000
69,2,TRUE,TRUE,TRUE,Mirdamad,3795000000
95,2,TRUE,TRUE,TRUE,Punak,6700000000
90,2,TRUE,TRUE,TRUE,Abbasabad,4000000000
57,1,TRUE,TRUE,TRUE,Ostad Moein,1600000000
400,3,TRUE,TRUE,FALSE,Amirabad,2000000000
81,2,TRUE,TRUE,FALSE,Andisheh,1109700000
94,2,TRUE,TRUE,TRUE,Andisheh,1250000000
134,2,TRUE,TRUE,TRUE,Kahrizak,1608000000
74,2,FALSE,FALSE,TRUE,Parand,315000000
44,1,TRUE,TRUE,FALSE,Andisheh,585000000
100,2,TRUE,TRUE,TRUE,Qasr-od-Dasht,3250000000
175,3,TRUE,TRUE,TRUE,Shahrake Gharb,9300000000
54,2,TRUE,TRUE,FALSE,Shahran,1850000000
96,2,TRUE,TRUE,TRUE,Amirieh,2210000000
90,2,TRUE,TRUE,TRUE,Karoon,2400000000
90,2,TRUE,TRUE,TRUE,Shahran,3170000000
68,2,FALSE,FALSE,FALSE,Karoon,1100000000
68,2,FALSE,FALSE,FALSE,Karoon,1100000000
90,2,TRUE,TRUE,TRUE,Shahran,3200000000
97,2,TRUE,TRUE,TRUE,Punak,4700000000
78,2,TRUE,TRUE,FALSE,Punak,2730000000
125,3,TRUE,TRUE,TRUE,Shahran,5550000000
97,2,TRUE,TRUE,TRUE,Farmanieh,5950000000
100,2,TRUE,TRUE,TRUE,Farmanieh,6200000000
63,2,TRUE,TRUE,TRUE,Feiz Garden,2100000000
57,1,TRUE,TRUE,TRUE,Punak,2000000000
80,2,TRUE,TRUE,TRUE,Razi,1390000000
88,2,TRUE,TRUE,TRUE,Razi,1574000000
94,2,TRUE,TRUE,TRUE,Razi,1712000000
109,3,TRUE,TRUE,TRUE,Feiz Garden,4230000000
78,2,TRUE,TRUE,TRUE,Heravi,3300000000
250,3,TRUE,TRUE,TRUE,Niavaran,32500000000
140,3,TRUE,TRUE,TRUE,Heravi,6800000000
100,2,TRUE,TRUE,TRUE,Pardis,500000000
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3150000000
85,2,TRUE,TRUE,TRUE,Parand,1150000000
83,2,TRUE,TRUE,TRUE,East Pars,2575000000
100,2,TRUE,TRUE,TRUE,Pasdaran,5500000000
60,2,TRUE,TRUE,TRUE,Pasdaran,3450000000
82,2,TRUE,TRUE,TRUE,Narmak,3050000000
150,3,TRUE,TRUE,TRUE,Beryanak,2800000000
49,1,TRUE,TRUE,FALSE,Islamshahr,460000000
216,4,TRUE,TRUE,FALSE,Andisheh,5700000000
77,2,FALSE,FALSE,FALSE,Parand,440000000
63,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,2080000000
125,3,TRUE,TRUE,FALSE,Parand,1300000000
45,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1900000000
135,3,TRUE,TRUE,TRUE,Qalandari,7500000000
80,2,TRUE,FALSE,TRUE,Qalandari,4700000000
155,3,TRUE,TRUE,TRUE,Gheitarieh,9800000000
125,3,TRUE,TRUE,TRUE,Punak,6300000000
95,2,TRUE,TRUE,TRUE,Qalandari,6250000000
85,2,TRUE,TRUE,TRUE,Qalandari,4500000000
110,2,TRUE,TRUE,TRUE,Qalandari,8100000000
680,5,TRUE,TRUE,FALSE,Ekhtiarieh,81600000000
63,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,2350000000
60,1,TRUE,TRUE,TRUE,Saadat Abad,3600000000
210,3,TRUE,TRUE,TRUE,Gheitarieh,14000000000
145,3,TRUE,TRUE,TRUE,Gheitarieh,11600000000
171,3,TRUE,TRUE,TRUE,Jordan,8900000000
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1830000000
140,3,TRUE,TRUE,TRUE,Jordan,7700000000
147,3,TRUE,TRUE,TRUE,Jordan,8700000000
83,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2400000000
105,2,TRUE,TRUE,TRUE,Pardis,514000000
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,2000000000
750,5,TRUE,TRUE,TRUE,Mahmoudieh,75000000000
62,2,TRUE,TRUE,TRUE,Punak,2100000000
55,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,1900000000
75,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,1950000000
95,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,4200000000
89,2,TRUE,TRUE,TRUE,Central Janatabad,3620000000
202,3,TRUE,TRUE,TRUE,Air force,7474000000
51,1,TRUE,TRUE,FALSE,Southern Janatabad,1720000000
400,1,TRUE,FALSE,FALSE,Shahedshahr,3000000000
145,3,TRUE,TRUE,TRUE,Punak,7600000000
115,3,TRUE,TRUE,TRUE,Punak,5000000000
130,3,TRUE,TRUE,TRUE,Shahrake Gharb,8450000000
62,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,950000000
94,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3160000000
87,2,TRUE,TRUE,TRUE,Pardis,726000000
51,2,FALSE,TRUE,TRUE,Komeil,1050000000
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2870000000
80,2,TRUE,TRUE,TRUE,Jeyhoon,2150000000
145,3,TRUE,TRUE,TRUE,Punak,4300000000
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,9300000000
88,2,TRUE,TRUE,TRUE,Ekbatan,3940000000
175,3,TRUE,TRUE,TRUE,Gheitarieh,15225000000
94,2,TRUE,TRUE,TRUE,Shahran,4700000000
89,2,TRUE,TRUE,TRUE,Ekhtiarieh,3300000000
62,2,TRUE,TRUE,FALSE,Pasdaran,3400000000
136,3,TRUE,TRUE,TRUE,Punak,7550000000
60,1,TRUE,TRUE,TRUE,Feiz Garden,2450000000
120,3,TRUE,TRUE,TRUE,Southern Janatabad,5000000000
137,3,TRUE,TRUE,TRUE,Pakdasht,1750000000
160,3,TRUE,TRUE,TRUE,Shahrake Gharb,12500000000
110,2,TRUE,TRUE,TRUE,Saadat Abad,8800000000
71,2,TRUE,TRUE,FALSE,Andisheh,940000000
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,10000000000
80,2,TRUE,TRUE,FALSE,Andisheh,1110000000
84,3,TRUE,TRUE,TRUE,Andisheh,1590000000
77,2,TRUE,TRUE,TRUE,Gheitarieh,5544000000
74,2,TRUE,TRUE,TRUE,Shahran,4100000000
130,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,5400000000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,2400000000
75,2,FALSE,TRUE,TRUE,Parand,389000000
83,2,TRUE,FALSE,TRUE,Pasdaran,5000000000
65,1,TRUE,TRUE,TRUE,Central Janatabad,3500000000
62,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,1100000000
140,3,TRUE,TRUE,TRUE,Southern Chitgar,1484000000
235,3,TRUE,TRUE,TRUE,Gheitarieh,25900000000
102,2,TRUE,TRUE,TRUE,Gheitarieh,8100000000
138,3,TRUE,TRUE,TRUE,Kahrizak,1242000000
49,1,TRUE,TRUE,FALSE,Andisheh,380000000
250,3,TRUE,TRUE,FALSE,Niavaran,45000000000
48,1,TRUE,TRUE,FALSE,Salsabil,995000000
68,2,TRUE,TRUE,FALSE,Pirouzi,1550000000
128,3,TRUE,TRUE,TRUE,Marzdaran,5200000000
60,1,TRUE,TRUE,TRUE,Pirouzi,1380000000
85,2,TRUE,TRUE,TRUE,Northern Janatabad,3200000000
85,2,TRUE,TRUE,TRUE,Islamshahr,565000000
78,2,TRUE,FALSE,FALSE,Islamshahr,550000000
38,1,TRUE,TRUE,FALSE,Pirouzi,850000000
92,2,TRUE,FALSE,TRUE,Pirouzi,2760000000
